,University,Sex,Rank,TotalCompensation
8336,University of Toronto,male,Associate Professor,141307.26
8337,University of Toronto,female,Professor,159296.45
8339,University of Toronto,male,Assistant Professor,105934.58
8340,University of Toronto,female,Professor,200767.28
8341,University of Toronto,female,Professor,170451.24
8342,University of Toronto,male,Professor,189754.86
8343,University of Toronto,male,Professor,122305.32
8344,University of Toronto,female,Assistant Professor,134777.52
8345,University of Toronto,female,Professor,165985.48
8346,University of Toronto,male,Associate Professor,148436.5
8347,University of Toronto,male,Associate Professor,163867.86
8348,University of Toronto,male,Professor,169917.98
8349,University of Toronto,male,Professor,141010.26
8350,University of Toronto,male,Professor,220520.04
8351,University of Toronto,female,Professor,125996.1
8353,University of Toronto,male,Professor,265997.63
8354,University of Toronto,male,Professor,156435.48
8355,University of Toronto,male,Professor,254920.5
8356,University of Toronto,female,Professor,179994.16
8357,University of Toronto,male,Professor,215931.48
8358,University of Toronto,male,Professor,167944.42
8359,University of Toronto,male,Associate Professor,157025.28
8361,University of Toronto,male,Professor,233070.56
8362,University of Toronto,male,Associate Professor,108939.06
8363,University of Toronto,male,Professor,176099.88
8364,University of Toronto,female,Professor,136002.3
8366,University of Toronto,male,Professor,118551.3
8367,University of Toronto,female,Professor,138373.5
8368,University of Toronto,male,Professor,115729.56
8369,University of Toronto,female,Professor,163056.48
8370,University of Toronto,male,Professor,194794.38
8371,University of Toronto,female,Professor,180009.48
8372,University of Toronto,female,Associate Professor,117918.45
8373,University of Toronto,male,Professor,210632.76
8374,University of Toronto,male,Professor,145820.78
8376,University of Toronto,male,Assistant Professor,103647.72
8377,University of Toronto,female,Professor,114276.34
8379,University of Toronto,male,Professor,158224.38
8380,University of Toronto,female,Professor,188305.92
8381,University of Toronto,female,Assistant Professor,135249.36
8383,University of Toronto,male,Professor,198384.9
8384,University of Toronto,male,Professor,153248.88
8385,University of Toronto,male,Professor,173629.5
8386,University of Toronto,male,Professor,141111.34
8387,University of Toronto,male,Professor,127718.4
8388,University of Toronto,male,Professor,174368.37
8389,University of Toronto,male,Professor,138297.24
8390,University of Toronto,male,Professor,103137.24
8391,University of Toronto,male,Professor,208781.98
8394,University of Toronto,male,Professor,153050.0
8397,University of Toronto,male,Professor,155728.68
8398,University of Toronto,male,Associate Professor,116844.0
8399,University of Toronto,male,Professor,110555.02
8400,University of Toronto,female,Professor,135263.28
8401,University of Toronto,male,Professor,161734.26
8402,University of Toronto,female,Professor,136203.0
8403,University of Toronto,male,Professor,147484.26
8405,University of Toronto,male,Professor,102086.78
8406,University of Toronto,male,Professor,129231.48
8407,University of Toronto,male,Professor,135430.02
8408,University of Toronto,female,Professor,105123.98
8410,University of Toronto,female,Professor,115763.1
8411,University of Toronto,female,Professor,178178.88
8415,University of Toronto,female,Professor,156313.98
8416,University of Toronto,male,Assistant Professor,132763.02
8418,University of Toronto,male,Professor,124050.72
8420,University of Toronto,male,Professor,163509.25
8421,University of Toronto,female,Professor,232429.94
8423,University of Toronto,female,Professor,141544.78
8425,University of Toronto,male,Assistant Professor,118726.38
8426,University of Toronto,male,Professor,142457.28
8427,University of Toronto,female,Professor,109119.73
8433,University of Toronto,male,Associate Professor,190930.74
8434,University of Toronto,male,Professor,111226.2
8435,University of Toronto,male,Professor,281790.54
8436,University of Toronto,male,Professor,208335.9
8437,University of Toronto,female,Professor,223053.96
8438,University of Toronto,male,Professor,152168.02
8439,University of Toronto,male,Professor,155447.76
8441,University of Toronto,female,Professor,201950.99
8443,University of Toronto,male,Professor,290841.78
8445,University of Toronto,male,Professor,109614.94
8446,University of Toronto,male,Associate Professor,125295.28
8448,University of Toronto,male,Professor,163660.31
8451,University of Toronto,female,Professor,113747.52
8453,University of Toronto,female,Professor,153633.7
8454,University of Toronto,female,Assistant Professor,114124.68
8455,University of Toronto,male,Professor,131724.54
8457,University of Toronto,female,Professor,166663.02
8458,University of Toronto,male,Professor,141526.5
8459,University of Toronto,male,Professor,170277.54
8464,University of Toronto,female,Professor,227278.76
8465,University of Toronto,female,Professor,172763.04
8466,University of Toronto,male,Associate Professor,173922.24
8467,University of Toronto,male,Professor,179166.84
8469,University of Toronto,male,Professor,161282.3
8472,University of Toronto,male,Professor,240239.36
8473,University of Toronto,female,Professor,111603.93
8477,University of Toronto,male,Professor,190446.7
8479,University of Toronto,male,Professor,194545.36
8480,University of Toronto,male,Professor,199907.69
8481,University of Toronto,male,Professor,147303.5
8483,University of Toronto,male,Professor,183460.26
8485,University of Toronto,female,Professor,137730.63
8486,University of Toronto,female,Professor,157374.48
8487,University of Toronto,female,Professor,176369.98
8489,University of Toronto,female,Associate Professor,115399.46
8490,University of Toronto,female,Professor,146140.26
8492,University of Toronto,female,Assistant Professor,136162.5
8493,University of Toronto,male,Professor,226845.54
8494,University of Toronto,male,Professor,126174.44
8495,University of Toronto,male,Associate Professor,110749.98
8496,University of Toronto,female,Professor,145081.0
8497,University of Toronto,female,Professor,125344.32
8498,University of Toronto,male,Professor,144193.85
8499,University of Toronto,male,Professor,324684.22
8500,University of Toronto,male,Professor,161354.94
8501,University of Toronto,male,Professor,188943.96
8503,University of Toronto,female,Professor,134207.94
8505,University of Toronto,female,Professor,170505.27
8506,University of Toronto,female,Professor,282476.52
8507,University of Toronto,female,Associate Professor,155314.98
8511,University of Toronto,male,Associate Professor,166032.48
8512,University of Toronto,male,Assistant Professor,122571.83
8514,University of Toronto,female,Professor,123066.72
8516,University of Toronto,male,Professor,160339.98
8518,University of Toronto,female,Professor,109118.0
8519,University of Toronto,female,Professor,161685.24
8520,University of Toronto,male,Professor,169015.01
8522,University of Toronto,male,Professor,173012.76
8524,University of Toronto,male,Professor,159483.32
8525,University of Toronto,female,Assistant Professor,118207.04
8526,University of Toronto,female,Professor,184805.02
8527,University of Toronto,female,Professor,120316.88
8529,University of Toronto,female,Professor,153463.5
8531,University of Toronto,male,Professor,202600.44
8532,University of Toronto,female,Professor,115254.15
8533,University of Toronto,female,Associate Professor,114483.6
8535,University of Toronto,male,Professor,113765.04
8536,University of Toronto,female,Professor,140575.26
8538,University of Toronto,female,Professor,138899.04
8540,University of Toronto,male,Professor,125066.73
8541,University of Toronto,female,Professor,121197.16
8542,University of Toronto,male,Assistant Professor,165043.54
8543,University of Toronto,male,Professor,173111.88
8547,University of Toronto,male,Professor,159363.3
8548,University of Toronto,male,Associate Professor,146452.38
8550,University of Toronto,female,Professor,144837.9
8551,University of Toronto,male,Professor,160238.88
8552,University of Toronto,male,Professor,161381.92
8553,University of Toronto,male,Professor,156929.76
8555,University of Toronto,female,Professor,200093.52
8556,University of Toronto,female,Associate Professor,176501.88
8557,University of Toronto,male,Professor,107254.58
8558,University of Toronto,male,Professor,347394.76
8559,University of Toronto,male,Professor,304267.94
8561,University of Toronto,female,Professor,127519.72
8562,University of Toronto,male,Professor,320866.8
8564,University of Toronto,female,Professor,117197.7
8565,University of Toronto,male,Professor,153356.92
8566,University of Toronto,female,Professor,163552.86
8568,University of Toronto,male,Professor,181588.02
8569,University of Toronto,female,Associate Professor,148572.52
8571,University of Toronto,male,Professor,128819.24
8572,University of Toronto,male,Professor,152148.96
8573,University of Toronto,female,Professor,131798.02
8574,University of Toronto,male,Professor,162614.73
8576,University of Toronto,female,Professor,181878.36
8577,University of Toronto,male,Professor,349783.92
8578,University of Toronto,male,Professor,168959.7
8579,University of Toronto,female,Associate Professor,137125.5
8580,University of Toronto,male,Professor,142642.26
8581,University of Toronto,male,Assistant Professor,140127.48
8582,University of Toronto,male,Associate Professor,159268.28
8583,University of Toronto,male,Professor,124591.68
8584,University of Toronto,male,Professor,136302.12
8587,University of Toronto,male,Assistant Professor,137270.86
8591,University of Toronto,male,Professor,218239.98
8592,University of Toronto,male,Associate Professor,159911.76
8595,University of Toronto,male,Assistant Professor,114727.19
8599,University of Toronto,male,Professor,173726.76
8601,University of Toronto,male,Professor,150835.06
8602,University of Toronto,male,Professor,195073.48
8604,University of Toronto,male,Professor,142561.86
8606,University of Toronto,male,Professor,227479.02
8607,University of Toronto,male,Professor,169081.76
8608,University of Toronto,female,Professor,163581.9
8611,University of Toronto,female,Assistant Professor,100641.78
8614,University of Toronto,male,Professor,160843.59
8615,University of Toronto,male,Professor,151890.6
8616,University of Toronto,male,Professor,155263.62
8618,University of Toronto,male,Associate Professor,161028.84
8619,University of Toronto,male,Professor,121350.84
8620,University of Toronto,male,Professor,158619.24
8622,University of Toronto,male,Associate Professor,157136.96
8623,University of Toronto,male,Professor,218932.26
8624,University of Toronto,male,Professor,205745.52
8625,University of Toronto,male,Professor,169171.26
8626,University of Toronto,male,Professor,127608.54
8628,University of Toronto,male,Professor,135015.6
8629,University of Toronto,male,Professor,253224.0
8630,University of Toronto,male,Professor,169335.3
8631,University of Toronto,male,Professor,167568.48
8633,University of Toronto,male,Professor,299111.76
8634,University of Toronto,male,Professor,121263.9
8635,University of Toronto,male,Professor,145836.0
8636,University of Toronto,male,Professor,184629.76
8637,University of Toronto,male,Professor,194344.85
8638,University of Toronto,male,Professor,133183.38
8641,University of Toronto,male,Professor,143297.52
8642,University of Toronto,male,Professor,131947.76
8643,University of Toronto,male,Professor,115621.4
8644,University of Toronto,male,Associate Professor,119284.21
8645,University of Toronto,male,Professor,229863.96
8646,University of Toronto,male,Professor,157732.26
8647,University of Toronto,female,Professor,167989.74
8648,University of Toronto,male,Professor,105539.82
8650,University of Toronto,male,Professor,165083.52
8651,University of Toronto,male,Professor,175127.49
8652,University of Toronto,female,Professor,191521.77
8653,University of Toronto,female,Professor,129079.26
8655,University of Toronto,male,Associate Professor,146539.86
8656,University of Toronto,male,Associate Professor,150611.76
8659,University of Toronto,male,Professor,176185.76
8660,University of Toronto,male,Professor,196829.57
8661,University of Toronto,male,Professor,124006.5
8666,University of Toronto,female,Professor,122416.1
8669,University of Toronto,male,Professor,144940.06
8670,University of Toronto,female,Professor,123711.24
8672,University of Toronto,male,Professor,137087.38
8674,University of Toronto,male,Professor,161210.84
8678,University of Toronto,male,Professor,175049.22
8679,University of Toronto,female,Assistant Professor,112143.12
8680,University of Toronto,male,Professor,169062.54
8681,University of Toronto,male,Associate Professor,174373.48
8682,University of Toronto,female,Professor,172003.38
8683,University of Toronto,female,Professor,155025.3
8685,University of Toronto,female,Professor,167319.74
8686,University of Toronto,female,Professor,234500.04
8687,University of Toronto,male,Professor,120153.0
8688,University of Toronto,male,Assistant Professor,110540.52
8689,University of Toronto,male,Professor,192106.62
8690,University of Toronto,male,Professor,154083.0
8692,University of Toronto,female,Professor,161783.4
8694,University of Toronto,male,Professor,219774.48
8695,University of Toronto,male,Professor,151585.74
8697,University of Toronto,female,Professor,101305.38
8699,University of Toronto,female,Professor,167901.0
8701,University of Toronto,male,Professor,170519.52
8703,University of Toronto,male,Professor,144295.56
8705,University of Toronto,male,Professor,219197.28
8706,University of Toronto,male,Professor,244770.42
8707,University of Toronto,female,Professor,109242.84
8708,University of Toronto,female,Professor,157917.12
8709,University of Toronto,male,Professor,118250.41
8710,University of Toronto,female,Professor,135592.98
8711,University of Toronto,male,Professor,181388.46
8713,University of Toronto,male,Professor,156216.74
8715,University of Toronto,male,Professor,160051.26
8716,University of Toronto,male,Professor,163543.38
8717,University of Toronto,male,Professor,143518.86
8721,University of Toronto,male,Professor,184734.0
8723,University of Toronto,male,Professor,130348.14
8725,University of Toronto,male,Professor,108936.54
8726,University of Toronto,male,Professor,127752.06
8727,University of Toronto,male,Professor,166205.02
8728,University of Toronto,male,Associate Professor,150253.37
8729,University of Toronto,male,Associate Professor,156278.28
8731,University of Toronto,male,Professor,119815.68
8732,University of Toronto,female,Professor,236160.84
8735,University of Toronto,male,Professor,142913.5
8736,University of Toronto,male,Professor,162446.46
8737,University of Toronto,male,Professor,183220.74
8738,University of Toronto,male,Professor,120090.78
8739,University of Toronto,male,Professor,180556.3
8740,University of Toronto,male,Associate Professor,297407.88
8743,University of Toronto,female,Professor,182128.38
8744,University of Toronto,female,Professor,111225.66
8746,University of Toronto,male,Professor,142609.5
8747,University of Toronto,male,Associate Professor,141371.46
8748,University of Toronto,female,Professor,109379.14
8750,University of Toronto,female,Professor,107823.84
8751,University of Toronto,male,Professor,134063.1
8752,University of Toronto,female,Professor,192298.5
8753,University of Toronto,male,Professor,100991.06
8754,University of Toronto,female,Professor,157316.94
8758,University of Toronto,female,Assistant Professor,220470.0
8759,University of Toronto,male,Professor,184714.98
8760,University of Toronto,male,Professor,304227.9
8765,University of Toronto,male,Associate Professor,168924.88
8767,University of Toronto,male,Professor,263037.73
8770,University of Toronto,male,Professor,239891.76
8771,University of Toronto,male,Professor,222093.96
8772,University of Toronto,male,Associate Professor,157301.04
8773,University of Toronto,male,Professor,154485.78
8775,University of Toronto,male,Professor,174985.38
8776,University of Toronto,female,Professor,176006.82
8778,University of Toronto,male,Professor,176350.5
8782,University of Toronto,male,Professor,401423.3
8787,University of Toronto,female,Professor,102012.66
8792,University of Toronto,male,Professor,180182.82
8794,University of Toronto,male,Professor,174129.54
8795,University of Toronto,male,Professor,403179.92
8796,University of Toronto,male,Professor,152194.5
8797,University of Toronto,male,Professor,108363.88
8799,University of Toronto,male,Professor,204989.76
8802,University of Toronto,male,Associate Professor,158441.76
8805,University of Toronto,male,Professor,151401.54
8807,University of Toronto,male,Professor,248279.52
8809,University of Toronto,male,Professor,314486.22
8810,University of Toronto,female,Professor,153024.28
8811,University of Toronto,male,Professor,112094.7
8814,University of Toronto,male,Associate Professor,120293.76
8815,University of Toronto,male,Professor,101686.46
8816,University of Toronto,female,Assistant Professor,110850.18
8820,University of Toronto,male,Professor,205499.46
8821,University of Toronto,male,Professor,165298.36
8823,University of Toronto,female,Professor,107497.96
8824,University of Toronto,male,Professor,231595.68
8827,University of Toronto,male,Professor,137787.84
8828,University of Toronto,male,Associate Professor,148958.79
8829,University of Toronto,female,Professor,101683.32
8830,University of Toronto,male,Professor,103455.36
8835,University of Toronto,male,Professor,175894.26
8836,University of Toronto,male,Professor,167339.0
8838,University of Toronto,male,Professor,196655.22
8839,University of Toronto,female,Assistant Professor,133620.0
8841,University of Toronto,male,Professor,231666.72
8843,University of Toronto,female,Professor,157666.98
8844,University of Toronto,female,Professor,161217.3
8845,University of Toronto,female,Professor,140818.92
8846,University of Toronto,male,Professor,172537.64
8848,University of Toronto,male,Associate Professor,236960.72
8849,University of Toronto,male,Professor,144857.92
8850,University of Toronto,male,Associate Professor,165203.78
8852,University of Toronto,female,Professor,136951.85
8855,University of Toronto,female,Professor,160515.93
8856,University of Toronto,male,Professor,204658.02
8857,University of Toronto,female,Professor,143428.38
8858,University of Toronto,female,Professor,172033.8
8859,University of Toronto,male,Professor,162729.61
8860,University of Toronto,male,Professor,218851.86
8861,University of Toronto,male,Professor,152942.13
8862,University of Toronto,male,Professor,156237.74
8863,University of Toronto,male,Professor,164359.32
8865,University of Toronto,female,Professor,124485.78
8867,University of Toronto,male,Professor,295238.04
8868,University of Toronto,female,Professor,142434.36
8869,University of Toronto,male,Professor,199643.76
8871,University of Toronto,female,Professor,119870.28
8872,University of Toronto,male,Professor,121820.96
8873,University of Toronto,male,Assistant Professor,106043.89
8874,University of Toronto,male,Professor,156447.24
8875,University of Toronto,male,Professor,140911.48
8876,University of Toronto,female,Professor,143233.02
8878,University of Toronto,male,Professor,178269.42
8880,University of Toronto,male,Professor,129354.96
8881,University of Toronto,male,Professor,141148.02
8882,University of Toronto,male,Professor,182093.76
8884,University of Toronto,male,Professor,192730.02
8885,University of Toronto,female,Professor,142228.98
8890,University of Toronto,male,Professor,213949.38
8891,University of Toronto,female,Professor,157569.48
8894,University of Toronto,male,Professor,169022.04
8895,University of Toronto,male,Professor,193509.24
8897,University of Toronto,male,Professor,125815.8
8899,University of Toronto,male,Professor,285228.0
8901,University of Toronto,female,Professor,111740.87
8902,University of Toronto,female,Professor,216188.98
8904,University of Toronto,male,Professor,173012.76
8905,University of Toronto,male,Professor,154541.98
8906,University of Toronto,female,Professor,241173.28
8908,University of Toronto,male,Professor,138136.98
8909,University of Toronto,male,Professor,199847.04
8910,University of Toronto,male,Professor,205683.4
8914,University of Toronto,male,Professor,149498.6
8915,University of Toronto,male,Professor,181008.54
8916,University of Toronto,female,Assistant Professor,105467.04
8918,University of Toronto,male,Professor,154680.54
8919,University of Toronto,male,Professor,123825.42
8920,University of Toronto,male,Professor,236576.94
8921,University of Toronto,male,Professor,134653.74
8924,University of Toronto,male,Professor,166728.26
8925,University of Toronto,male,Professor,167136.36
8926,University of Toronto,female,Professor,176831.46
8928,University of Toronto,female,Professor,210751.0
8931,University of Toronto,male,Professor,155796.48
8935,University of Toronto,female,Professor,129333.36
8939,University of Toronto,female,Professor,185604.42
8941,University of Toronto,male,Professor,167888.52
8942,University of Toronto,male,Associate Professor,164588.76
8943,University of Toronto,female,Associate Professor,155746.04
8944,University of Toronto,male,Professor,190705.86
8948,University of Toronto,male,Professor,171717.64
8949,University of Toronto,male,Professor,163740.0
8950,University of Toronto,male,Professor,164898.4
8951,University of Toronto,male,Professor,141667.56
8952,University of Toronto,male,Professor,191493.0
8953,University of Toronto,male,Professor,235392.96
8958,University of Toronto,male,Professor,163296.0
8959,University of Toronto,male,Professor,105677.58
8960,University of Toronto,male,Assistant Professor,137022.48
8966,University of Toronto,male,Professor,162849.24
8967,University of Toronto,male,Professor,122048.4
8968,University of Toronto,male,Professor,145957.07
8969,University of Toronto,female,Professor,127192.06
8970,University of Toronto,male,Professor,156048.0
8971,University of Toronto,male,Professor,170744.76
8972,University of Toronto,male,Professor,178834.5
8975,University of Toronto,female,Associate Professor,162141.3
8976,University of Toronto,male,Professor,148142.65
8977,University of Toronto,male,Professor,194650.92
8978,University of Toronto,male,Professor,151886.22
8981,University of Toronto,female,Professor,170490.3
8982,University of Toronto,female,Professor,169360.02
8984,University of Toronto,male,Professor,177422.87
8985,University of Toronto,male,Professor,201016.98
8987,University of Toronto,male,Professor,148608.58
8989,University of Toronto,male,Professor,172321.26
8990,University of Toronto,male,Professor,112690.74
8991,University of Toronto,female,Professor,195450.52
8993,University of Toronto,male,Professor,130151.24
8994,University of Toronto,male,Professor,116257.62
8995,University of Toronto,female,Professor,157036.19
8996,University of Toronto,female,Professor,177718.02
8997,University of Toronto,female,Professor,132244.5
9000,University of Toronto,female,Professor,156604.5
9001,University of Toronto,male,Professor,191712.66
9003,University of Toronto,male,Professor,156394.78
9004,University of Toronto,female,Professor,137439.48
9005,University of Toronto,male,Professor,200647.82
9006,University of Toronto,female,Professor,143633.04
9007,University of Toronto,male,Professor,144458.28
9010,University of Toronto,female,Professor,145088.28
9011,University of Toronto,male,Professor,131096.76
9013,University of Toronto,male,Professor,132397.48
9014,University of Toronto,male,Professor,183791.4
9015,University of Toronto,male,Professor,180026.75
9016,University of Toronto,female,Professor,191908.38
9017,University of Toronto,female,Professor,288455.4
9018,University of Toronto,male,Professor,191696.43
9019,University of Toronto,male,Professor,216709.36
9020,University of Toronto,male,Professor,262119.48
9021,University of Toronto,male,Professor,168361.26
9022,University of Toronto,male,Professor,156702.51
9025,University of Toronto,male,Professor,143826.48
9027,University of Toronto,male,Professor,113658.06
9028,University of Toronto,female,Assistant Professor,110936.7
9029,University of Toronto,male,Professor,141394.98
9030,University of Toronto,male,Professor,161442.48
9031,University of Toronto,male,Associate Professor,139739.78
9033,University of Toronto,female,Assistant Professor,207575.28
9034,University of Toronto,male,Professor,236833.56
9036,University of Toronto,female,Professor,224181.48
9037,University of Toronto,male,Professor,202727.35
9039,University of Toronto,male,Professor,153036.52
9040,University of Toronto,male,Professor,230483.76
9043,University of Toronto,male,Professor,139138.96
9044,University of Toronto,female,Professor,121834.58
9045,University of Toronto,female,Professor,180569.88
9046,University of Toronto,female,Professor,164367.11
9050,University of Toronto,male,Professor,167296.98
9051,University of Toronto,male,Professor,163310.34
9052,University of Toronto,male,Associate Professor,128851.26
9054,University of Toronto,male,Professor,188759.26
9057,University of Toronto,male,Assistant Professor,128345.48
9058,University of Toronto,male,Associate Professor,226429.48
9060,University of Toronto,male,Professor,175309.8
9062,University of Toronto,female,Professor,194240.22
9063,University of Toronto,female,Professor,156989.9
9064,University of Toronto,female,Professor,221661.59
9067,University of Toronto,male,Professor,172513.02
9068,University of Toronto,male,Professor,200971.06
9070,University of Toronto,female,Professor,139825.92
9073,University of Toronto,male,Professor,172286.86
9074,University of Toronto,male,Professor,121702.7
9075,University of Toronto,male,Professor,141840.96
9076,University of Toronto,female,Associate Professor,115390.5
9077,University of Toronto,male,Professor,209098.5
9079,University of Toronto,female,Professor,155191.92
9081,University of Toronto,female,Professor,180104.28
9083,University of Toronto,male,Professor,254445.97
9084,University of Toronto,female,Professor,163604.9
9086,University of Toronto,female,Associate Professor,150867.02
9087,University of Toronto,female,Professor,112361.88
9090,University of Toronto,female,Professor,110166.56
9092,University of Toronto,male,Professor,324057.0
9095,University of Toronto,male,Professor,228074.76
9097,University of Toronto,female,Associate Professor,136986.72
9098,University of Toronto,male,Associate Professor,129430.5
9100,University of Toronto,female,Professor,143113.56
9103,University of Toronto,male,Professor,128634.0
9104,University of Toronto,male,Professor,215278.98
9106,University of Toronto,female,Professor,138919.84
9109,University of Toronto,female,Professor,308135.54
9110,University of Toronto,male,Professor,118409.48
9116,University of Toronto,male,Assistant Professor,123797.82
9118,University of Toronto,male,Professor,184693.02
9119,University of Toronto,male,Assistant Professor,130514.58
9122,University of Toronto,female,Professor,110200.28
9124,University of Toronto,female,Professor,159064.78
9125,University of Toronto,female,Professor,113931.78
9126,University of Toronto,male,Professor,139510.38
9127,University of Toronto,male,Professor,176457.26
9132,University of Toronto,female,Professor,169312.23
9133,University of Toronto,male,Professor,160458.36
9137,University of Toronto,male,Professor,219072.24
9138,University of Toronto,male,Professor,142833.8
9139,University of Toronto,male,Professor,278193.92
9141,University of Toronto,male,Professor,155295.22
9142,University of Toronto,female,Professor,104340.26
9143,University of Toronto,female,Professor,142841.6
9144,University of Toronto,male,Professor,162728.04
9146,University of Toronto,male,Professor,178813.3
9149,University of Toronto,male,Professor,157636.5
9150,University of Toronto,female,Professor,122552.1
9151,University of Toronto,male,Professor,113388.24
9152,University of Toronto,male,Assistant Professor,142037.4
9153,University of Toronto,male,Professor,170872.74
9154,University of Toronto,male,Professor,189837.4
9156,University of Toronto,male,Professor,171952.98
9158,University of Toronto,male,Professor,146398.5
9160,University of Toronto,female,Professor,171126.28
9161,University of Toronto,male,Associate Professor,159783.42
9162,University of Toronto,female,Professor,140746.5
9163,University of Toronto,male,Professor,109271.88
9164,University of Toronto,male,Professor,158036.94
9168,University of Toronto,male,Professor,158102.28
9174,University of Toronto,male,Professor,238661.22
9175,University of Toronto,male,Professor,131062.44
9177,University of Toronto,female,Professor,168858.54
9178,University of Toronto,male,Professor,156405.54
9179,University of Toronto,male,Professor,280156.87
9180,University of Toronto,female,Associate Professor,143193.42
9181,University of Toronto,male,Professor,163531.02
9182,University of Toronto,male,Professor,253019.88
9183,University of Toronto,male,Professor,172042.26
9184,University of Toronto,male,Professor,172406.22
9186,University of Toronto,male,Professor,113016.46
9191,University of Toronto,male,Professor,264236.55
9192,University of Toronto,male,Professor,128665.5
9197,University of Toronto,male,Assistant Professor,206558.46
9198,University of Toronto,male,Professor,162043.38
9199,University of Toronto,female,Professor,105523.74
9203,University of Toronto,male,Professor,147206.0
9204,University of Toronto,female,Professor,120821.52
9205,University of Toronto,male,Professor,174708.13
9206,University of Toronto,female,Professor,110604.12
9207,University of Toronto,female,Associate Professor,143811.48
9208,University of Toronto,male,Associate Professor,141324.36
9209,University of Toronto,male,Professor,118819.68
9210,University of Toronto,female,Professor,178288.5
9211,University of Toronto,female,Professor,147280.92
9213,University of Toronto,male,Assistant Professor,138158.3
9222,University of Toronto,male,Professor,144115.86
9223,University of Toronto,male,Professor,154083.36
9226,University of Toronto,female,Professor,162490.38
9228,University of Toronto,male,Professor,158422.32
9229,University of Toronto,male,Professor,129784.98
9233,University of Toronto,female,Professor,125000.04
9234,University of Toronto,male,Professor,137627.78
9235,University of Toronto,male,Professor,187106.52
9236,University of Toronto,male,Professor,253827.0
9241,University of Toronto,male,Professor,215815.48
9244,University of Toronto,male,Professor,182639.28
9245,University of Toronto,female,Professor,167473.86
9247,University of Toronto,female,Associate Professor,156486.24
9249,University of Toronto,male,Professor,307611.72
9258,University of Toronto,male,Professor,119223.89
9260,University of Toronto,male,Professor,131276.52
9261,University of Toronto,female,Professor,153475.86
9262,University of Toronto,male,Professor,181373.04
9263,University of Toronto,female,Professor,145844.24
9264,University of Toronto,male,Professor,121019.4
9265,University of Toronto,male,Professor,161829.58
9266,University of Toronto,male,Professor,221004.84
9270,University of Toronto,female,Associate Professor,163001.4
9271,University of Toronto,female,Professor,152285.46
9272,University of Toronto,male,Professor,262748.08
9273,University of Toronto,female,Professor,187043.76
9274,University of Toronto,female,Professor,189601.81
9275,University of Toronto,female,Professor,142243.39
9278,University of Toronto,female,Professor,177627.0
9279,University of Toronto,female,Associate Professor,144769.86
9281,University of Toronto,female,Assistant Professor,117948.0
9282,University of Toronto,male,Professor,178034.36
9283,University of Toronto,male,Professor,131743.98
9284,University of Toronto,male,Professor,165442.02
9285,University of Toronto,male,Professor,150611.76
9286,University of Toronto,male,Professor,213299.52
9289,University of Toronto,female,Professor,155694.72
9290,University of Toronto,female,Professor,157826.54
9291,University of Toronto,male,Professor,170068.5
9295,University of Toronto,female,Associate Professor,113855.99
9298,University of Toronto,male,Professor,106979.57
9299,University of Toronto,male,Professor,169346.34
9301,University of Toronto,male,Associate Professor,159750.3
9303,University of Toronto,female,Professor,141111.78
9304,University of Toronto,male,Assistant Professor,110428.14
9305,University of Toronto,female,Professor,124595.7
9308,University of Toronto,male,Professor,167975.63
9309,University of Toronto,male,Professor,106529.24
9310,University of Toronto,male,Professor,135059.85
9311,University of Toronto,male,Professor,161854.74
9312,University of Toronto,male,Professor,173496.42
9314,University of Toronto,male,Professor,170406.96
9316,University of Toronto,female,Professor,112834.08
9317,University of Toronto,male,Professor,152029.02
9319,University of Toronto,male,Professor,138047.76
9320,University of Toronto,male,Professor,138821.88
9321,University of Toronto,female,Professor,117707.46
9322,University of Toronto,male,Professor,140659.38
9323,University of Toronto,male,Associate Professor,153167.42
9327,University of Toronto,male,Professor,253014.84
9329,University of Toronto,female,Associate Professor,134221.98
9330,University of Toronto,female,Professor,116053.62
9333,University of Toronto,male,Professor,159653.46
9334,University of Toronto,female,Professor,154613.88
9335,University of Toronto,female,Professor,123174.69
9338,University of Toronto,female,Assistant Professor,108299.46
9339,University of Toronto,male,Professor,190799.04
9340,University of Toronto,male,Professor,111845.22
9341,University of Toronto,male,Professor,238271.2
9343,University of Toronto,male,Professor,144122.36
9344,University of Toronto,female,Professor,128659.98
9345,University of Toronto,female,Professor,132535.26
9347,University of Toronto,female,Professor,223001.76
9353,University of Toronto,female,Professor,194634.0
9354,University of Toronto,male,Professor,152772.56
9356,University of Toronto,female,Professor,161302.5
9357,University of Toronto,female,Professor,222734.22
9358,University of Toronto,male,Associate Professor,154616.52
9362,University of Toronto,male,Professor,171286.75
9363,University of Toronto,male,Professor,114879.55
9365,University of Toronto,male,Professor,189832.26
9366,University of Toronto,male,Professor,394313.22
9367,University of Toronto,female,Professor,170608.5
9368,University of Toronto,female,Associate Professor,152401.26
9369,University of Toronto,male,Professor,129860.46
9370,University of Toronto,male,Professor,173799.9
9371,University of Toronto,male,Professor,145909.5
9373,University of Toronto,male,Professor,176551.86
9374,University of Toronto,female,Professor,178479.48
9375,University of Toronto,male,Professor,288231.3
9376,University of Toronto,female,Assistant Professor,102990.54
9377,University of Toronto,female,Professor,329741.83
9378,University of Toronto,male,Professor,100747.08
9379,University of Toronto,female,Professor,177798.43
9380,University of Toronto,male,Professor,192584.7
9381,University of Toronto,male,Professor,103234.8
